id	isv	addition	partOfSpeech
22067	iztekti		v.intr. pf.
2393	iztirati		v.tr. ipf.
26247	iztkati		v.tr. pf.
23538	Iztočna Evropa		f.sg.
22070	iztočnik		m.
17594	iztočnoslovjańsky		adj.
13636	iztočny		adj.
15642	iztok		m.sg.
26250	iztok		m.
26251	iztȯlkti		v.tr. pf.
3277	iztratiti		v.tr. pf.
34955	iztręsati		v.tr. ipf.
34954	iztręsti		v.tr. pf.
22139	iztrgati		v.tr. ipf.
22140	iztrgnųti		v.tr. pf.
3820	iztŕpěti	(iztŕpi)	v.tr. pf.
5545	iztŕti, iztrěti	(iztre)	v.tr. pf.
16400	iztvarjati		v.tr. ipf.
16397	iztvor		m.
16398	iztvoriti		v.tr. pf.
16399	iztvorjeńje		n.sg.
31724	izučati		v.tr. ipf.
26256	izučiti		v.tr. pf.
13934	izumirańje		n.sg.
5774	izumirati		v.intr. ipf.
20402	izumŕly, izumrěly		adj.
5769	izumŕti, izumrěti	(izumre)	v.intr. pf.
36915	izvajati		v.tr. pf.
763	izvaljnjati		v.tr. ipf.
22217	izvědy		m.pl.
558	izvesti	(izvede)	v.tr. pf.
36764	izvesti	(izvede)	v.tr. pf.
17596	izvěstitelj		m.anim.
3688	izvěstiti		v.tr. pf.
17595	izvěsťje		n.
14314	izvěstnik		m.anim.
26264	izvěstny		adj.
14315	izvěstoglåsitelj		m.anim.
14316	izvěstoglåšeńje		n.
22215	Izvěstovańje		n.sg.
3692	izvěšćati		v.tr. ipf.
5511	izvezti		v.tr. pf.
8146	izvezti		v.tr. pf.
26265	izvihnųti		v.tr. pf.
3390	izvini, izvinite		intj.
32398	izviniti sę		v.refl. pf.
634	izviniti		v.tr. pf.
32400	izvinjajųći		adj.
32397	izvinjati sę		v.refl. ipf.
633	izvinjati		v.tr. ipf.
32399	izvinjeńje		n.
22512	izvlastniti		v.tr. pf.
22511	izvlastnjati		v.tr. ipf.
36722	izvlěkati		v.tr. ipf.
26267	izvlěkti		v.tr. pf.
26269	izvně		adv.
22395	izvnųtra		adv.
22276	izvod		m.
22280	izvod		m.
5540	izvoditi		v.tr. ipf.
36763	izvoditi		v.tr. ipf.
8156	izvodlivosť		f.
8157	izvodlivy		adj.
17598	izvođeńje		n.
8158	izvolimosť		f.
8159	izvolimy		adj.
14611	izvoliti		v.tr. pf.
14612	izvoljeńje		n.
8168	izvoljeny		adj.
2956	izvoljniti		v.tr. pf.
14610	izvoljny		adj.
26270	izvor		m.
5907	izvoz		m.
5510	izvoziti		v.tr. ipf.
16181	izvoziti		v.tr. ipf.
22662	izvraćati		v.tr. ipf.
5629	izvråćeny		adj.
22661	izvråtiti		v.tr. pf.
2506	iz-za	(+2)	prep.
8172	iže		pron.rel.
26272	ižica		f.
5858	izznačati		v.tr. ipf.
5859	izznačeńje		n.
5857	izznačiti		v.tr. pf.
8177	izzȯv		m.
6244	izzvati	(izzȯve)	v.tr. pf.
6243	izzyvati		v.tr. ipf.
2932	izžęti	(izžne)	v.tr. pf.
1602	ja	(mene/mę, mně/mi, mnojų)	pron.pers.
17601	jablånj		f.
37107	jablȯčny kolač		m.
26275	jablȯčny		adj.
282	jablȯko		n.
2109	jad		m.
26282	jadovity		adj.
36740	Jadrańsko morje		n.
1576	jagnę		n.
26285	jagnętina		f.
26284	jagnęťji		adj.
26286	jagniti sę		v.refl. ipf.
1580	jagoda		f.
26287	jagoda		f.
26289	jagodny		adj.
32472	jaguar		m.anim.
37108	jahta		f.
4708	jajca		n.pl.
1478	jajce		n.
8209	jajcebělȯk		m.
8214	jajėčko		n.
36552	jajėčna skorlupa		f.
35431	jajėčny krem		m.
26291	jajėčny		adj.
36848	jak		m.
17602	jalovėc		m.
26293	jalověti		v.intr. ipf.
26294	jalovica		f.
26296	jalovy		adj.
36640	jalovy		adj.
36641	jalovy		adj.
4995	jama		f.
16785	Jamajka		f.sg.
22458	jamajsky		adj.
37089	Jangcy		f.indecl.
2106	januaŕ		m.
19756	Japonėc		m.anim.
3052	Japonija		f.sg.
1528	japońsky		adj.
118	jar		m.
26299	jar		m.
35544	jard		m.
26303	jarka		f.
26304	jarky		adj.
3042	jaŕmo		n.
26306	jarosť		f.
26307	jarovy		adj.
26308	jasenėc		m.
17603	jasenj		m.
17605	jasla-sadȯk		m.
26311	jasli		m.pl.
26312	jasněti		v.intr. ipf.
17607	jasno		adv.
4147	jasnosť		f.
26317	jasnota		f.
13615	jasnovidėc		m.anim.
13614	jasnovidka		f.
17608	jasnovidnosť		f.
734	jasny		adj.
33082	jasny		adj.
527	jastręb		m.anim.
878	jaščer		m.anim.
26324	jatrȯv		f.
17609	java		f.
17611	java		f.
36480	Java		f.sg.
36481	javańsky		adj.
534	javiti sę		v.refl. pf.
36730	javiti sę		v.refl. pf.
3612	javjati sę		v.refl. ipf.
36731	javjati sę		v.refl. ipf.
8240	javjeńje		n.
17612	javjeńje		n.
26327	javno		adv.
8241	javny		adj.
26329	javor		m.
26330	javorovy		adj.
26331	jaź		m.anim.
26332	jaz		m.
20403	jazvec		m.anim.
8245	je, jest		v.ipf.
4461	jebańje		n.sg.
35993	jebano		adv.
8248	jebany		adj.
8249	jebatelj		m.anim.
528	jebati	(jebe)	v.tr. ipf.
2862	jęčati	(jęči)	v.intr. ipf.
1574	jęčmenj		m.
36479	jęčmenj		m.
16798	jęčmenny		adj.
2944	jeda		f.
26340	jedak		m.anim.
37421	jedaľnja		f.
8259	jedańje		n.sg.
15347	jedatelj		m.anim.
1592	jedati		v.intr. ipf.
16799	jedeńje		n.sg.
532	jedin drugogo		pron.rec.
8268	jedin protiv drugomu		adv.
531	jedin	(jedna, jedno)	num.card.
19757	jedinačka		f.
19758	jedinak		m.anim.
26345	jedinėc		m.anim.
5174	jedinica		f.
36735	jedinka		num.subst.
533	jedinnadsęť		num.card.
37472	jedinnadsęty měsęc		m.
23679	jedinnadsęty		num.ord.
8278	jedino pytańje vrěmene		phrase
5098	jedino		adv.
17615	jedinovy		adj.
915	jediństvėno čislo		n.
8282	jediństvėny		adj.
19759	jediństvėny		adj.
8283	jediństvo		n.sg.
999	jediny		adj.
26349	jedivo		n.
8255	jedlivy		adj.
8296	jednako		adv.
24009	jednakovy		adj.
21309	jednakože, jednakže		adv.
2702	jednaky		adj.
35251	jednina		f.
17617	jednobožstvo		n.sg.
3852	jednočasno		adv.
3851	jednočasny		adj.
17618	jednoglåsno		adv.
17619	jednoglåsny		adj.
38048	jednogo dnja, v jedin dėnj		phrase
37398	jednogodišnji, jednogodišny		adj.
37400	jednogodišnji, jednogodišny		adj.
19761	jednojęzyčny		adj.
741	jednokråtno		adv.
33398	jednokråtny		adj.
8276	jednonočka		f.
8275	jednonočny seks		m.sg.
8274	jednonočny		adj.
26352	jednonogy		adj.
21310	jednoobrazny		adj.
26353	jednooky		adj.
32326	jednopoly		adj.
37397	jednoročny		adj.
37399	jednoročny		adj.
21311	jednorodnosť		f.
21312	jednorodny		adj.
19762	jednorog		m.anim.
26355	jednorųky		adj.
16947	jednosložny		adj.
8301	jednosměrny		adj.
740	jednosť		f.
5673	jednostajnosť		f.
5674	jednostajny		adj.
8306	jednostrånno		adv.
1781	jednostrånny		adj.
16948	jednovrěmenno		adv.
22574	jednovrěmenny		adj.
17620	jednoznačno		adv.
37926	jednoznačnosť		f.
17625	jednoznačny		adj.
19764	jednoznačny		adj.
19763	jednožeństvo		n.sg.
22943	jedomy		adj.
8200	jędrna energija		f.
8201	jędrna sposobnosť		f.
8202	jędrno odstrašeńje		n.sg.
8205	jędrny reaktor		m.
2108	jędrny		adj.
3748	jędrny		adj.
2107	jędro		n.
2354	jedva		adv.
14627	jedvab		m.sg.
512	jego		pron.poss.
716	jego		pron.pers.
6256	jegov		pron.poss.
8320	jehati želěznicejų	(jede)	v.ipf.
2175	jehati	(jede)	v.intr. ipf.
2195	jej		pron.poss.
3015	jej		pron.pers.
6257	jejin		pron.poss.
26364	jela		f.
26365	jelėc		m.anim.
26366	jelenę		n.
26368	jelenina		f.
2202	jelenj		m.anim.
26367	jeleńji		adj.
3058	jelito		n.
17616	jelo		n.
3017	jėmela		f.
5922	Jemen		m.sg.
2771	jemu		pron.pers.
26374	jen		m.
37064	Jenisej		m.sg.
8328	jer		conj.
15354	jerbo za	(+4)	prep.
8329	jerbo		conj.
26375	jerębina		f.
25939	jerej		m.anim.
26376	jeremiada		f.
443	jesenj		f.
26378	jesennji, jesenny		adj.
26379	jesetr		m.anim.
26380	jesetrina		f.
19765	jestestvo		n.sg.
19767	jestestvo		n.sg.
19491	jesti	(je)	v.tr. ipf.
23673	jestli ne		conj.
8335	jestli trěba		adv.
2353	jestli		conj.
14605	jestvovati		v.intr. ipf.
8341	ješče dva		num.
1076	ješče		adv.
16800	jęti	(jme)	v.tr. ipf.
14628	jętra		n.pl.
2322	Jevrej		m.anim.
2546	jevrejskoslovjańsky		adj.
255	jevrejsky		adj.
37806	jevrejstvo		n.
3572	jezda		f.
17629	jezdėc		m.anim.
26388	jezdėc		m.anim.
19175	jezditi na velosipedu		v.ipf.
540	jezditi		v.intr. ipf.
8349	jezerny		adj.
2547	jezero		n.
26392	jezuit		m.anim.
17630	Jezus		m.anim.
31978	języčėk		m.
31979	języčkovy		adj.
17631	języčny		adj.
541	język		m.
545	język		m.
36102	językolomka		f.
17632	językoslovėc		m.anim.
19768	językotvoritelj, językotvorėc		m.anim.
19770	językotvorjeńje, językotvoŕstvo		n.sg.
551	językověd		m.anim.
4443	językovědstvo		n.sg.
17633	językoznańje		n.sg.
8354	językoznavėc		m.anim.
19772	językoznavstvo		n.sg.
846	jež		m.anim.
3825	ježdna čęsť		f.
26394	ježina		f.
34830	ježiti sę		v.refl. ipf.
26395	ježiti		v.tr. ipf.
35952	jidiš		m.sg.
2601	jih		pron.poss.
2603	jih		pron.pers.
6258	jihny		pron.poss.
1871	jim		pron.pers.
22630	jod		m.sg.
23660	joga		f.
4638	jogurt		m.
37372	jojo		n.indecl.
5923	Jordanija		f.sg.
4436	jordańsky		adj.
37927	jotacija		f.
37928	jotovany		adj.
4815	jų		pron.pers.
5924	jubilej		m.
23582	judaizm		m.sg.
1527	jug		m.sg.
36380	jugoiztočny		adj.
36381	jugoiztok		m.sg.
129	Jugoslavija		f.sg.
35350	jugoslavizm		m.sg.
4867	jugoslavsky		adj.
36382	jugovȯzhod		m.sg.
36383	jugovȯzhodny		adj.
36384	jugozapad		m.sg.
36385	jugozapadny		adj.
38088	juliańsky kalendaŕ		m.
3125	julij		m.
26403	junak		m.anim.
26404	junak		m.anim.
26405	junėc		m.anim.
2550	junij		m.
5803	junior		m.anim.
26407	junoš, junoša		m.anim.
26408	juny		adj.
21313	Jupiter		m.sg.
2549	jurisdikcija		f.
26410	jurȯk		m.anim.
26412	jutrenja		f.
8364	jutrišnji, jutrišny		adj.
8366	jutro		n.
37245	juviler		m.anim.
4746	Južna Amerika		f.sg.
22772	Južna Koreja		f.sg.
8367	južna polsfera		f.sg.
10849	južno sijańje		n.sg.
4186	južno		adv.
553	Južnoafrikańska Republika		f.sg.
35018	južnoafrikańsky		adj.
4747	južnoamerikańsky		adj.
35136	južnoevropejsky		adj.
22774	južnokorejsky		adj.
4425	južnoslovjańsky		adj.
23501	Južny okean		m.sg.
23634	Južny polus		m.sg.
2548	južny		adj.
518	k, kȯ	(+3)	prep.
26417	kabačėk		m.
26420	kabala		f.
26421	kabalističny		adj.
26423	kabare, kabaret		m.
26424	kabarga		f.
4409	kabel	(kabela, kabla)	m.
36002	kabina		f.
36715	kabinet		m.
17635	kačer		m.anim.
519	kaď		f.
26429	kadiľnica		f.
26430	kadilo		n.
26432	kaditi		v.intr. ipf.
22627	kadmij		m.sg.
37203	kadr		m.
37742	kadrovy		adj.
11144	kadry		m.pl.
35874	kafe		n.indecl.
37418	kafeterija		f.
37743	kaganat		m.
24439	kajak		m.
26437	kajati sę		v.refl. ipf.
1193	kak, kako		adv.
2043	kak, kako		prep.
3437	kak, kako		adv.
34784	kakao		n.indecl.
26439	kakati		v.intr. ipf.
1421	kako ... tako i ...		conj.
5035	kako by		conj.
17637	kako možno ranějše		adv.
17638	kako možno skorěje		adv.
36619	kako prědtym		adv.
36618	kako prěđe		adv.
36620	kako raněje		adv.
17639	kako sę govori		phrase
6107	kako sę tvŕdi		phrase
16828	kako toliko		conj.
23868	kakoby		adv.
19606	kakokoli		adv.
14630	kako-libo		adv.
2712	kako-nebųď		adv.
3796	kakosť		f.
497	kakostny		adj.
34756	kaktus		m.
1454	kaky		pron.indef.
19605	kakykoli		pron.indef.
14631	kaky-libo		pron.indef.
2711	kaky-nebųď		pron.indef.
341	kal		m.sg.
26442	kal		m.sg.
22616	kalcij		m.sg.
37744	kalcijevy		adj.
20870	kalendaŕ		m.
37752	kalendaŕny		adj.
37262	kalibr		m.
37753	kalibrator		m.
35817	Kalifornija		f.sg.
37754	kalifornijsky		adj.
20871	kaligraf		m.anim.
35687	kaligrafičny		adj.
20872	kaligrafija		f.
22615	kalij		m.sg.
26444	kalina		f.
26447	kaliti		v.tr. ipf.
6164	kalka		f.
4966	kalkulacija		f.
37109	kalkulator		m.
2553	kalkulovati		v.tr. ipf.
37859	kalmyksky		adj.
26449	kaľny		adj.
448	kaluža		f.
37065	Kama		f.sg.
37755	kamčatsky		adj.
26453	kameněti		v.intr. ipf.
26455	kamenisty		adj.
1313	kamenj		m.
36154	kamenna doba		f.
26459	kamenny		adj.
20404	kamenolom		m.
26461	kamenovati		v.tr. ipf.
851	kamera		f.
4227	kameraman		m.anim.
36880	kamerna muzika		f.sg.
36878	kamerny koncert		m.
36879	kamerny orkestr		m.
38067	kamerton		m.
26462	kamion		m.
19553	kamo		adv.
19607	kamokoli		adv.
19569	kamo-libo		adv.
19568	kamo-nebųď		adv.
37756	kampanela		f.
2556	kampanija		f.
37371	kampus		m.
35824	kamuflaž		m.sg.
37757	kanabinoid		m.
2321	Kanada		f.sg.
2561	kanadsky		adj.
23266	kanal		m.
23269	kanalizacija		f.
37758	kanalizacijny		adj.
23268	kanalizovati		v.tr. ipf.
23489	kanarka		f.
16723	kancelarija		f.
36330	kancler		m.anim.
2007	kandidat		m.anim.
37759	kandidatka		f.
33406	kandidatura		f.
6270	kandidovati		v.tr. ipf.
22959	kanibal		m.anim.
22960	kanibalizm		m.sg.
22961	kanibaľsky		adj.
37351	kanistr		m.
927	kanja		f.
26465	kanja		f.
5202	kanoe		n.indecl.
17640	kanon		m.
37760	kanonada		f.
35914	kanoničny		adj.
5761	kanonizovati		v.tr. ipf.
38072	kantata		f.
37419	kantina		f.
36948	kanton		m.
2557	kapati		v.intr. ipf.
36103	kapela		f.
37288	kapelan		m.anim.
32457	kaper		m.anim.
32458	kapeŕstvo		n.sg.
37213	kapibara		f.
32707	kapital		m.
23513	kapitalist		m.anim.
23514	kapitalističny		adj.
23512	kapitalizm		m.sg.
3489	kapitan		m.anim.
2558	kapitulacija		f.
4969	kapitulovati		v.tr. ipf.
1813	kapja		f.
33402	kapjušon		m.
26470	kapnųti		v.intr. pf.
604	kapriz		m.
4252	kaprizny		adj.
4253	kaprizovati		v.intr. ipf.
2559	kapsula		f.
33401	kapuca		f.
37242	kapun		m.anim.
36423	kapusta		f.
631	kara		f.
16815	karabin		m.
19773	karaibsky		adj.
35441	karamel		m.
2683	karantina		f.
2564	karaś		m.anim.
23584	karate		n.indecl.
2565	karati		v.tr. ipf.
35408	karati		v.tr. ipf.
37761	karbonovy		adj.
37762	karcer		m.
35694	kardinal		m.anim.
37452	kardiolog		m.anim.
37453	kardiologičny		adj.
37451	kardiologija		f.
23699	kareta		f.
35015	karfiol		m.
36577	kari		n.indecl.
21314	kariera		f.
2566	karierist		m.anim.
26750	karies		m.sg.
36286	karikatura		f.
2426	karlik		m.anim.
35970	karnaval		m.
19774	karny		adj.
32225	karo		n.
870	karp		m.anim.
37929	karpatorusińsky		adj.
38015	Karpaty		f.pl.
2868	karta		f.
23239	karta		f.
20873	kartina		f.
37771	karting		m.
2989	kartofėlj		m.
22803	karton		m.
36538	karuselj		f.
37023	kasa		f.
36369	kaseta		f.
34586	kastracija		f.
37244	kastrat		m.anim.
26478	kastrovati		v.tr. ipf./pf.
2563	kaša		f.
1830	kašėlj		m.
38152	kaška		f.
3520	kašljati		v.intr. ipf.
5979	kaštan		m.
17641	kaštanovy		adj.
4729	Kašub		m.anim.
176	kašubsky		adj.
26485	kat		m.anim.
36586	kat		m.
19775	katalańsky		adj.
33415	katalog		m.
35059	Katalonija		f.sg.
37232	katana		f.
32447	Katar		m.sg.
32453	kataŕsky		adj.
4911	katastrofa		f.
4913	katastrofičny		adj.
17643	katę		n.
165	katedrala		f.
36705	kategorično		adv.
35597	kategoričny		adj.
47	kategorija		f.
19776	kategorizacija		f.
36113	kategorizovati		v.tr. ipf./pf.
2233	katka		f.
17644	katȯčka		f.
23516	katolicizm		m.sg.
2985	katoličsky		adj.
3000	katolik		m.anim.
37298	kauzaľny		adj.
2560	kava		f.
32075	kavalerija		f.
3484	kavarnja		f.
26487	kavka		f.
35062	Kavkaz		m.sg.
37772	kavkazsky		adj.
26488	kavovy		adj.
23645	kazahsky, kazašsky		adj.
1410	Kazahstan		m.sg.
37773	kazahstańsky		adj.
32415	kazarna		f.
3116	kazati sę	(kaže)	v.refl. ipf.
1971	kazati	(kaže)	v.tr. ipf.
26491	kazati	(kaže)	v.tr. ipf.
32512	kazino		n.
26492	kaziti		v.tr. ipf.
26493	kazniti		v.tr. ipf.
37313	kaznivy		adj.
26494	kaznj		f.
8428	každodėnny		adj.
8431	každoročno		adv.
8432	každoročny		adj.
937	každy		adj.
942	kde		adv.
19603	kdekoli		adv.
14569	kde-libo		adv.
1794	kde-nebųď		adv.
35857	kelner		m.anim.
36644	kelnerka		f.
35726	Kelt		m.anim.
4738	keltsky		adj.
32138	kemping		m.
20406	kenguru		m.anim.
35194	keramičny		adj.
35193	keramika		f.
16764	kěšenj		f.
26497	khaki		n.indecl.
37860	khmeŕsky		adj.
37356	kibernetičny		adj.
37355	kibernetika		f.
37347	kiberprostor		m.
37346	kiberprostraństvo		n.
37392	kič		m.
34921	kilim		m.
33538	kilobajt		m.
2275	kilogram		m.
4421	kilometr		m.
35046	kinematografija		f.
4795	kino		n.
36261	kinooperator		m.anim.
34848	kiosk		m.
452	Kipr		m.sg.
1417	kirilica		f.
34781	kiriličsky, kiriličny		adj.
26513	kita		f.
4752	Kitaj		m.sg.
8448	Kitajėc		m.anim.
8449	Kitajka		f.
552	kitajsky		adj.
36070	kivi		n.indecl.
2340	klåda		f.
26520	klådėc, klådeź		m.
26522	kladivo		n.
19777	klanjati sę		v.refl. ipf.
23433	klarnet		m.
2265	klås		m.
3503	klas		m.
35257	klasa		f.
8458	klasična muzika		f.
36156	klasičny kostjum		m.
8459	klasičny		adj.
4967	klasifikacija		f.
2892	klasifikovati		v.tr. ipf.
38153	klasik		m.anim.
37748	klasika		f.
26526	klåsiti sę		v.refl. ipf.
35532	klasna komnata		f.
901	klasti	(klade)	v.tr. ipf.
26528	klåti	(kolje)	v.tr. ipf.
32009	klåti	(kolje)	v.tr. ipf.
36765	klåti	(kolje)	v.tr. ipf.
36546	klåtiti sę		v.refl. ipf.
574	klåtiti		v.tr. ipf.
23458	klavesin		m.
8462	klaviatura		f.
23431	klavir		m.
8461	klaviša		f.
2555	klęčati	(klęče)	v.intr. ipf.
1540	klej		m.
26532	klejiti		v.tr. ipf.
23297	klejky		adj.
26534	klęknųti		v.intr. pf.
26536	klen		m.
1274	klěnj		m.anim.
26537	klenovy		adj.
4091	klěskańje		n.sg.
4090	klěskati		v.tr. ipf.
20408	klěšč		m.anim.
26545	klěšča		f.
1662	klěšče		f.pl.
17655	klęti	(klne)	v.intr. ipf.
4518	klětka krve		f.
787	klětka		f.
4517	klětka		f.
14645	klětȯčna terapija		f.
8472	klětȯčno ozdravjeńje		n.sg.
8473	klětȯčny		adj.
17657	klętva		f.
17658	klętva		f.
3001	kleveta		f.
26555	klevetati		v.intr. ipf.
26556	klevetnik		m.anim.
32575	klicati	(kliče)	v.tr. ipf.
32573	klička		f.
5139	klient		m.anim.
14646	klienti		m.pl.
14647	klientsky		adj.
8476	klientstvo		n.sg.
8477	klik		m.
32567	klik		m.
32561	klika		f.
5121	klikati		v.tr. ipf.
5120	kliknųti		v.tr. pf.
32579	kliknųti		v.tr. pf.
17659	klima		f.
2986	klimaks		m.
2214	klimat		m.
35878	klimatizacija		f.
35877	klimatizator		m.
8482	klimatsko potepljeńje		n.sg.
8481	klimatsky		adj.
1368	klin		m.
19779	kliničny		adj.
35555	klinika		f.
37226	klinopiś		m.
37227	klinovo piśmo		n.
8484	kliše		n.indecl.
2240	ključ		m.
26560	ključaŕ		m.anim.
32016	ključna kosť		f.
26562	ključnica		f.
19784	ključnik		m.anim.
35216	ključno slovo		n.
19786	ključny		adj.
26564	kljukva		f.
19787	kljun		m.
26566	kljunųti		v.tr. pf.
1958	kljusati		v.intr. ipf.
788	kljuvati		v.tr. ipf.
26570	klobuk		m.
2191	klȯk		m.
26571	klokot		m.sg.
26572	klokotati		v.intr. ipf.
19780	klon		m.
19782	kloniti sę		v.refl. ipf.
789	kloniti		v.tr. ipf.
32136	kloun		m.anim.
26576	klozet		m.
31886	klub		m.
26578	klųbȯk		m.
36805	kmin		m.
17660	kmotr		m.anim.
17661	kmotra		f.
8501	knęgynja		f.
8502	knęź		m.anim.
17662	knęžić		m.anim.
26585	knęžna		f.
16801	knęžny		adj.
35911	knęžstvo		n.
1981	kniga		f.
32056	knigarnja		f.
37369	knigovoditelj		m.anim.
37370	knigovoditeljka		f.
6204	kniževnosť		f.
6205	kniževny		adj.
4405	knižka		f.
17663	knopka		f.
35489	knot		m.
20409	koala		f.
550	koalicija		f.
22622	kobalt		m.sg.
26588	kobčik		m.anim.
20410	kobra		f.
20411	kobyla		f.
26592	kočerga		f.
16951	kod		m.
37151	kodeks		m.
16950	kodifikacija		f.
35695	kodifikovati		v.tr. ipf./pf.
38159	kodovańje		n.
38158	kodovany		adj.
8505	kodovati		v.tr. ipf.
38144	koegzistencija		f.sg.
31966	kofein		m.sg.
2230	kȯgda, kȯgdy		adv.
26594	kȯgda, kȯgdy		conj.
19610	kȯgdakoli, kȯgdykoli		adv.
14649	kȯgda-libo, kȯgdy-libo		adv.
120	kȯgda-nebųď, kȯgdy-nebųď		adv.
143	kogo		pron.int.
38147	kohabitacija		f.sg.
35931	kohezija		f.
5693	koj		pron.int.
5694	koj		pron.rel.
21315	kojkoli		pron.indef.
5695	koj-nebųď		pron.indef.
23196	kokain		m.sg.
37775	kokainovy		adj.
23701	koketka		f.
32900	koketny		adj.
32901	koketovati		v.intr. ipf.
25534	kokodakati		v.intr. ipf.
36274	kokos		m.
36276	kokosova palma		f.
36275	kokosovy orěh		m.
37110	kokosovy		adj.
26596	kokoška		f.
2253	kokot		m.anim.
33643	koktejl		m.
1949	kol		m.
26599	kȯl	(kla)	m.
37354	kola		f.
1957	kolač		m.
81	kolaps		m.
2370	kȯlbasa		f.
8504	kȯlbasa		f.
36539	kolěbanka		f.
37103	kolěbanky		f.pl.
21316	kolěbati sę		v.refl. ipf.
26605	kolěbati		v.tr. ipf.
26607	kolěbka		f.
26608	kolęda		f.
37776	kolędovati		v.intr. ipf.
8519	koledž		m.
5762	kolega		m.anim.
19788	kolěja		f.
36603	kolekcija		f.
32739	kolektiv		m.
37930	kolektivizacija		f.
37777	kolektivnosť		f.
32740	kolektivny		adj.
2201	kolěno		n.
35875	kolhoz		m.
4174	kolibri		m.anim.indecl.
26619	količėk		m.
17665	koliko ja věm		adv.
5780	koliko ja znajų		adv.
1275	koliko		adv.
1948	koliko		conj.
19613	kolikokoli		adv.
14655	koliko-libo		adv.
23100	koliko-nebųď		adv.
16952	kolikoraky		adj.
4869	kolikosť		f.
19595	kolikråt		adv.
19587	koliky		adj.
8518	koljce		n.
37265	koljčuga		f.
1332	kolo	(kola/kolese)	n.
4917	kolo	(+2)	prep.
17666	kolokrěslo		n.
16953	kolona		f.
32072	kolona		f.
20412	koloniaľny		adj.
34179	kolonija		f.
36494	kolonist		m.anim.
4970	kolonizacija		f.
36493	kolonizator		m.anim.
283	kolonizovati		v.tr. ipf./pf.
1955	kolor		m.
35890	kolorovati		v.tr. ipf.
37778	kolos		m.
19790	kolovati		v.intr. ipf.
17668	kolovråt		m.
23700	kolpak		m.
22440	Kolumbija		f.sg.
22441	kolumbijsky		adj.
26615	kȯlzati sę		v.refl. ipf.
26616	kȯlzky		adj.
2242	koma		f.
23428	koma		f.
3855	komanda		f.
2876	komar		m.anim.
16954	kombinacija		f.
26625	kombinatorny		adj.
16955	kombinovati		v.tr. ipf.
38036	komediant		m.anim.
36645	komedija		f.
2877	komentaŕ		m.
36317	komentator		m.anim.
568	komentovati		v.tr. ipf.
5148	komerciaľny		adj.
23427	kometa		f.
3507	komfort		m.
26627	komfortno		adv.
36478	komfortny		adj.
4403	komičny		adj.
8537	komik		m.anim.
36289	komiks		m.
8538	komin		m.
8539	kominjaŕ		m.anim.
37862	komi-permjačsky		adj.
854	komisaŕ		m.anim.
1964	komisija		f.
1110	komitet		m.
37863	komi-zyrjańsky		adj.
815	komnata		f.
1842	komora		f.
36983	komora		f.
33088	kompakt-disk		m.
793	kompanija		f.
32931	kompas		m.
35376	kompatibiľnosť		f.
35375	kompatibiľny		adj.
4972	kompensacija		f.
524	kompensovati		v.tr. ipf./pf.
35965	kompetentnosť		f.
35964	kompetentny		adj.
820	kompeticija		f.
17670	kompetitivny		adj.
37014	kompilacija		f.
37015	kompilator		m.
15957	kompjuter		m.
15958	kompjuterizovany		adj.
15959	kompjuterizovati		v.tr. ipf.
32313	kompjuterna myš		f.
15960	kompjuterny		adj.
34675	kompleks		m.
36987	komplet kart		m.
36587	kompletno		adv.
4378	kompletnosť		f.
4377	kompletny		adj.
4971	komplikacija		f.
15952	komplikovany		adj.
821	komplikovati		v.tr. ipf.
20148	komponent		m.
8544	komponovati		v.tr. ipf.
35582	kompozicija		f.
816	kompozitor		m.anim.
16956	kompromis		m.
16957	kompromisny		adj.
736	komunikacija		f.
38049	komunikativny		adj.
1277	komunikovati		v.intr. ipf.
2074	komunist		m.anim.
1065	komunističny		adj.
4402	komunizm		m.sg.
35120	koncentracija		f.
38136	koncentracijny lageŕ		m.
37779	koncentrovany		adj.
16958	koncentrovati		v.tr. ipf.
15963	koncepcija		f.
20413	konceptuaľny		adj.
4782	koncert		m.
4785	koncert		m.
23363	končati sę		v.refl. ipf.
535	končati		v.tr. ipf.
16960	končina		f.
37002	kondensacija		f.
37003	kondensat		m.
37004	kondensator		m.
37000	kondensovany		adj.
37001	kondensovati sę		v.refl. ipf.
21697	kondicija		f.
16959	kondicional		m.
35876	kondicioner		m.
15683	konduktor		m.anim.
15365	konėc sedmice/tydnja		m.
536	konėc		m.
14659	konėčnik		m.
17674	konėčno		adv.
17676	konėčnosť		f.
8557	konėčny		adj.
35912	konfederacija		f.
799	konferencija		f.
844	konfiskovati		v.tr. ipf.
822	konflikt		m.
37780	konfliktovati		v.intr. ipf.
824	konfrontacija		f.
32454	Kongo		n.sg.
32455	kongolezsky		adj.
823	kongres		m.
26640	koničina		f.
26642	konina		f.
1038	konj		m.anim.
17673	konj		m.anim.
